Date,Product,Sales_Qty,Stock_Qty
2021-11-20,Tea,19,55
2021-11-20,Oil,23,50
2021-11-20,Biscuits,70,125
2021-11-20,Soap,35,100
2021-11-20,Shampoo,30,36
2021-11-21,Rice,68,188
2021-11-21,Wheat,59,172
2021-11-21,Sugar,45,94
2021-11-21,Tea,18,21
2021-11-21,Oil,21,36
2021-11-21,Biscuits,67,133
2021-11-21,Soap,32,53
2021-11-21,Shampoo,31,75
2021-11-22,Rice,56,124
2021-11-22,Wheat,53,77
2021-11-22,Sugar,46,74
2021-11-22,Tea,18,52
2021-11-22,Oil,19,29
2021-11-22,Biscuits,57,82
2021-11-22,Soap,32,47
2021-11-22,Shampoo,25,57
2021-11-23,Rice,54,154
2021-11-23,Wheat,44,60
2021-11-23,Sugar,46,137
2021-11-23,Tea,11,22
2021-11-23,Oil,17,42
2021-11-23,Biscuits,66,167
2021-11-23,Soap,27,63
2021-11-23,Shampoo,26,33
2021-11-24,Rice,49,103
2021-11-24,Wheat,40,48
2021-11-24,Sugar,46,95
2021-11-24,Tea,16,38
2021-11-24,Oil,22,38
2021-11-24,Biscuits,53,123
2021-11-24,Soap,25,73
2021-11-24,Shampoo,25,39
2021-11-25,Rice,48,86
2021-11-25,Wheat,44,72
2021-11-25,Sugar,44,85
2021-11-25,Tea,11,28
2021-11-25,Oil,19,54
2021-11-25,Biscuits,67,118
2021-11-25,Soap,29,86
2021-11-25,Shampoo,29,85
2021-11-26,Rice,47,82
2021-11-26,Wheat,45,130
2021-11-26,Sugar,43,55
2021-11-26,Tea,17,50
2021-11-26,Oil,19,30
2021-11-26,Biscuits,49,77
2021-11-26,Soap,30,83
2021-11-26,Shampoo,26,73
2021-11-27,Rice,68,203
2021-11-27,Wheat,60,131
2021-11-27,Sugar,48,123
2021-11-27,Tea,20,54
2021-11-27,Oil,22,36
2021-11-27,Biscuits,69,99
2021-11-27,Soap,44,85
2021-11-27,Shampoo,35,70
2021-11-28,Rice,69,197
2021-11-28,Wheat,64,147
2021-11-28,Sugar,57,69
2021-11-28,Tea,18,39
2021-11-28,Oil,29,59
2021-11-28,Biscuits,77,147
2021-11-28,Soap,33,72
2021-11-28,Shampoo,32,93
2021-11-29,Rice,54,147
2021-11-29,Wheat,45,93
2021-11-29,Sugar,40,57
2021-11-29,Tea,14,34
2021-11-29,Oil,20,24
2021-11-29,Biscuits,66,154
2021-11-29,Soap,34,52
2021-11-29,Shampoo,26,61
2021-11-30,Rice,42,96
2021-11-30,Wheat,50,144
2021-11-30,Sugar,43,79
2021-11-30,Tea,14,20
2021-11-30,Oil,18,43
2021-11-30,Biscuits,69,159
2021-11-30,Soap,37,52
2021-11-30,Shampoo,26,46
2021-12-01,Rice,50,114
2021-12-01,Wheat,49,77
2021-12-01,Sugar,41,77
2021-12-01,Tea,17,34
2021-12-01,Oil,20,59
2021-12-01,Biscuits,57,169
2021-12-01,Soap,31,38
2021-12-01,Shampoo,26,59
2021-12-02,Rice,50,125
2021-12-02,Wheat,47,72
2021-12-02,Sugar,41,119
2021-12-02,Tea,15,44
2021-12-02,Oil,17,44
2021-12-02,Biscuits,59,156
2021-12-02,Soap,29,36
2021-12-02,Shampoo,26,64
2021-12-03,Rice,52,72
2021-12-03,Wheat,52,137
2021-12-03,Sugar,43,57
2021-12-03,Tea,14,39
2021-12-03,Oil,19,41
2021-12-03,Biscuits,65,182
2021-12-03,Soap,31,90
2021-12-03,Shampoo,26,49
2021-12-04,Rice,63,157
2021-12-04,Wheat,61,160
2021-12-04,Sugar,39,77
2021-12-04,Tea,18,42
2021-12-04,Oil,24,63
2021-12-04,Biscuits,72,213
2021-12-04,Soap,37,87
2021-12-04,Shampoo,29,60
2021-12-05,Rice,65,83
2021-12-05,Wheat,60,139
2021-12-05,Sugar,54,145
2021-12-05,Tea,16,38
2021-12-05,Oil,24,51
2021-12-05,Biscuits,60,161
2021-12-05,Soap,36,98
2021-12-05,Shampoo,26,63
2021-12-06,Rice,49,91
2021-12-06,Wheat,51,87
2021-12-06,Sugar,38,51
2021-12-06,Tea,15,32
2021-12-06,Oil,20,56
2021-12-06,Biscuits,70,144
2021-12-06,Soap,31,89
2021-12-06,Shampoo,26,66
2021-12-07,Rice,50,134
2021-12-07,Wheat,57,168
2021-12-07,Sugar,39,113
2021-12-07,Tea,14,17
2021-12-07,Oil,24,46
2021-12-07,Biscuits,67,186
2021-12-07,Soap,26,60
2021-12-07,Shampoo,24,40
2021-12-08,Rice,58,135
2021-12-08,Wheat,48,116
2021-12-08,Sugar,39,108
2021-12-08,Tea,15,28
2021-12-08,Oil,20,50
2021-12-08,Biscuits,65,86
2021-12-08,Soap,36,86
2021-12-08,Shampoo,27,52
2021-12-09,Rice,61,83
2021-12-09,Wheat,47,86
2021-12-09,Sugar,41,83
2021-12-09,Tea,19,44
2021-12-09,Oil,24,61
2021-12-09,Biscuits,69,121
2021-12-09,Soap,37,48
2021-12-09,Shampoo,26,49
2021-12-10,Rice,49,144
2021-12-10,Wheat,42,71
2021-12-10,Sugar,38,69
2021-12-10,Tea,15,33
2021-12-10,Oil,19,30
2021-12-10,Biscuits,57,71
2021-12-10,Soap,31,42
2021-12-10,Shampoo,27,64
2021-12-11,Rice,58,104
2021-12-11,Wheat,65,85
2021-12-11,Sugar,46,90
2021-12-11,Tea,17,32
2021-12-11,Oil,26,36
2021-12-11,Biscuits,70,200
2021-12-11,Soap,34,98
2021-12-11,Shampoo,28,80
2021-12-12,Rice,61,144
2021-12-12,Wheat,51,98
2021-12-12,Sugar,42,58
2021-12-12,Tea,18,40
2021-12-12,Oil,23,56
2021-12-12,Biscuits,71,93
2021-12-12,Soap,34,97
2021-12-12,Shampoo,33,62
2021-12-13,Rice,45,123
2021-12-13,Wheat,35,54
2021-12-13,Sugar,44,90
2021-12-13,Tea,15,20
2021-12-13,Oil,20,42
2021-12-13,Biscuits,64,150
2021-12-13,Soap,28,71
2021-12-13,Shampoo,32,41
2021-12-14,Rice,48,72
2021-12-14,Wheat,40,74
2021-12-14,Sugar,38,83
2021-12-14,Tea,13,23
2021-12-14,Oil,20,24
2021-12-14,Biscuits,62,154
2021-12-14,Soap,33,85
2021-12-14,Shampoo,25,37
2021-12-15,Rice,44,69
2021-12-15,Wheat,36,107
2021-12-15,Sugar,41,122
2021-12-15,Tea,16,28
2021-12-15,Oil,22,53
2021-12-15,Biscuits,64,157
2021-12-15,Soap,32,62
2021-12-15,Shampoo,28,80
2021-12-16,Rice,53,64
2021-12-16,Wheat,43,64
2021-12-16,Sugar,43,96
2021-12-16,Tea,16,45
2021-12-16,Oil,20,37
2021-12-16,Biscuits,60,145
2021-12-16,Soap,34,81
2021-12-16,Shampoo,23,30
2021-12-17,Rice,56,84
2021-12-17,Wheat,46,121
2021-12-17,Sugar,42,71
2021-12-17,Tea,13,23
2021-12-17,Oil,24,59
2021-12-17,Biscuits,65,152
2021-12-17,Soap,31,86
2021-12-17,Shampoo,28,68
2021-12-18,Rice,96,260
2021-12-18,Wheat,91,187
2021-12-18,Sugar,78,109
2021-12-18,Tea,30,62
2021-12-18,Oil,39,113
2021-12-18,Biscuits,123,247
2021-12-18,Soap,56,77
2021-12-18,Shampoo,41,104
2021-12-19,Rice,102,269
2021-12-19,Wheat,102,122
2021-12-19,Sugar,63,121
2021-12-19,Tea,27,38
2021-12-19,Oil,32,57
2021-12-19,Biscuits,109,210
2021-12-19,Soap,60,83
2021-12-19,Shampoo,51,68
2021-12-20,Rice,81,234
2021-12-20,Wheat,49,81
2021-12-20,Sugar,64,163
2021-12-20,Tea,23,29
2021-12-20,Oil,25,54
2021-12-20,Biscuits,87,162
2021-12-20,Soap,36,88
2021-12-20,Shampoo,38,95
2021-12-21,Rice,80,190
2021-12-21,Wheat,72,98
2021-12-21,Sugar,71,117
2021-12-21,Tea,22,49
2021-12-21,Oil,26,47
2021-12-21,Biscuits,80,160
2021-12-21,Soap,46,75
2021-12-21,Shampoo,38,47
2021-12-22,Rice,78,150
2021-12-22,Wheat,59,78
2021-12-22,Sugar,61,120
2021-12-22,Tea,17,31
2021-12-22,Oil,32,40
2021-12-22,Biscuits,84,202
2021-12-22,Soap,50,133
2021-12-22,Shampoo,45,63
2021-12-23,Rice,81,141
2021-12-23,Wheat,65,169
2021-12-23,Sugar,57,118
2021-12-23,Tea,18,36
2021-12-23,Oil,31,60
2021-12-23,Biscuits,72,123
2021-12-23,Soap,45,91
2021-12-23,Shampoo,40,109
2021-12-24,Rice,79,206
2021-12-24,Wheat,68,86
2021-12-24,Sugar,67,119
2021-12-24,Tea,18,23
2021-12-24,Oil,34,97
2021-12-24,Biscuits,90,218
2021-12-24,Soap,43,88
2021-12-24,Shampoo,36,71
2021-12-25,Rice,95,168
2021-12-25,Wheat,89,208
2021-12-25,Sugar,71,114
2021-12-25,Tea,26,54
2021-12-25,Oil,42,55
2021-12-25,Biscuits,108,185
2021-12-25,Soap,47,108
2021-12-25,Shampoo,43,78
2021-12-26,Rice,92,216
2021-12-26,Wheat,81,98
2021-12-26,Sugar,80,177
2021-12-26,Tea,29,80
2021-12-26,Oil,30,37
2021-12-26,Biscuits,139,183
2021-12-26,Soap,65,188
2021-12-26,Shampoo,47,102
2021-12-27,Rice,74,138
2021-12-27,Wheat,75,189
2021-12-27,Sugar,75,145
2021-12-27,Tea,28,46
2021-12-27,Oil,35,102
2021-12-27,Biscuits,105,273
2021-12-27,Soap,41,82
2021-12-27,Shampoo,43,125
2021-12-28,Rice,74,112
2021-12-28,Wheat,79,98
2021-12-28,Sugar,70,90
2021-12-28,Tea,22,51
2021-12-28,Oil,32,88
2021-12-28,Biscuits,113,267
2021-12-28,Soap,45,110
2021-12-28,Shampoo,41,81
2021-12-29,Rice,82,105
2021-12-29,Wheat,65,194
2021-12-29,Sugar,69,99
2021-12-29,Tea,23,50
2021-12-29,Oil,29,68
2021-12-29,Biscuits,89,165
2021-12-29,Soap,48,95
2021-12-29,Shampoo,33,66
2021-12-30,Rice,78,193
2021-12-30,Wheat,72,126
2021-12-30,Sugar,67,94
2021-12-30,Tea,22,54
2021-12-30,Oil,29,77
2021-12-30,Biscuits,84,205
2021-12-30,Soap,42,58
2021-12-30,Shampoo,38,53
2021-12-31,Rice,79,127
2021-12-31,Wheat,65,84
2021-12-31,Sugar,60,168
2021-12-31,Tea,25,62
2021-12-31,Oil,30,66
2021-12-31,Biscuits,95,211
2021-12-31,Soap,46,103
2021-12-31,Shampoo,39,66
2022-01-01,Rice,96,175
2022-01-01,Wheat,82,127
2022-01-01,Sugar,80,117
2022-01-01,Tea,24,70
2022-01-01,Oil,36,94
2022-01-01,Biscuits,131,330
2022-01-01,Soap,65,168
2022-01-01,Shampoo,48,124
2022-01-02,Rice,78,127
2022-01-02,Wheat,67,151
2022-01-02,Sugar,67,110
2022-01-02,Tea,27,61
2022-01-02,Oil,38,97
2022-01-02,Biscuits,123,260
2022-01-02,Soap,50,126
2022-01-02,Shampoo,46,122
2022-01-03,Rice,74,127
2022-01-03,Wheat,81,188
2022-01-03,Sugar,66,128
2022-01-03,Tea,20,41
2022-01-03,Oil,29,79
2022-01-03,Biscuits,105,148
2022-01-03,Soap,45,68
2022-01-03,Shampoo,35,42
2022-01-04,Rice,79,168
2022-01-04,Wheat,81,129
2022-01-04,Sugar,64,165
2022-01-04,Tea,20,29
2022-01-04,Oil,31,66
2022-01-04,Biscuits,109,144
2022-01-04,Soap,55,122
2022-01-04,Shampoo,37,71
2022-01-05,Rice,79,178
2022-01-05,Wheat,67,107
2022-01-05,Sugar,58,75
2022-01-05,Tea,24,35
2022-01-05,Oil,26,56
2022-01-05,Biscuits,103,230
2022-01-05,Soap,40,96
2022-01-05,Shampoo,44,93
2022-01-06,Rice,75,177
2022-01-06,Wheat,84,233
2022-01-06,Sugar,72,97
2022-01-06,Tea,23,68
2022-01-06,Oil,37,69
2022-01-06,Biscuits,92,271
2022-01-06,Soap,42,92
2022-01-06,Shampoo,36,77
2022-01-07,Rice,72,94
2022-01-07,Wheat,74,180
2022-01-07,Sugar,56,74
2022-01-07,Tea,20,28
2022-01-07,Oil,26,66
2022-01-07,Biscuits,91,146
2022-01-07,Soap,50,124
2022-01-07,Shampoo,42,76
2022-01-08,Rice,106,178
2022-01-08,Wheat,87,112
2022-01-08,Sugar,71,135
2022-01-08,Tea,25,34
2022-01-08,Oil,37,52
2022-01-08,Biscuits,87,171
2022-01-08,Soap,66,132
2022-01-08,Shampoo,41,88
2022-01-09,Rice,98,240
2022-01-09,Wheat,90,201
2022-01-09,Sugar,67,105
2022-01-09,Tea,23,44
2022-01-09,Oil,40,107
2022-01-09,Biscuits,119,267
2022-01-09,Soap,54,143
2022-01-09,Shampoo,44,57
2022-01-10,Rice,77,169
2022-01-10,Wheat,79,215
2022-01-10,Sugar,51,76
2022-01-10,Tea,18,42
2022-01-10,Oil,32,84
2022-01-10,Biscuits,74,187
2022-01-10,Soap,44,122
2022-01-10,Shampoo,34,93
2022-01-11,Rice,74,180
2022-01-11,Wheat,73,113
2022-01-11,Sugar,61,104
2022-01-11,Tea,21,58
2022-01-11,Oil,28,40
2022-01-11,Biscuits,84,114
2022-01-11,Soap,45,63
2022-01-11,Shampoo,41,59
2022-01-12,Rice,75,189
2022-01-12,Wheat,72,96
2022-01-12,Sugar,56,117
2022-01-12,Tea,21,50
2022-01-12,Oil,32,88
2022-01-12,Biscuits,95,168
2022-01-12,Soap,47,135
2022-01-12,Shampoo,46,134
2022-01-13,Rice,69,161
2022-01-13,Wheat,59,118
2022-01-13,Sugar,56,120
2022-01-13,Tea,25,56
2022-01-13,Oil,29,50
2022-01-13,Biscuits,105,223
2022-01-13,Soap,45,93
2022-01-13,Shampoo,28,73
2022-01-14,Rice,81,125
2022-01-14,Wheat,65,114
2022-01-14,Sugar,59,90
2022-01-14,Tea,21,47
2022-01-14,Oil,31,84
2022-01-14,Biscuits,112,171
2022-01-14,Soap,41,106
2022-01-14,Shampoo,39,91
2022-01-15,Rice,76,211
2022-01-15,Wheat,79,128
2022-01-15,Sugar,69,142
2022-01-15,Tea,26,46
2022-01-15,Oil,35,57
2022-01-15,Biscuits,122,292
2022-01-15,Soap,45,129
2022-01-15,Shampoo,40,117
2022-01-16,Rice,109,180
2022-01-16,Wheat,65,146
2022-01-16,Sugar,78,184
2022-01-16,Tea,25,74
2022-01-16,Oil,36,57
2022-01-16,Biscuits,121,287
2022-01-16,Soap,54,82
2022-01-16,Shampoo,45,55
2022-01-17,Rice,74,119
2022-01-17,Wheat,63,121
2022-01-17,Sugar,69,162
2022-01-17,Tea,25,31
2022-01-17,Oil,34,100
2022-01-17,Biscuits,94,177
2022-01-17,Soap,50,118
2022-01-17,Shampoo,40,55
2022-01-18,Rice,81,226
2022-01-18,Wheat,62,127
2022-01-18,Sugar,65,154
2022-01-18,Tea,23,32
2022-01-18,Oil,33,59
2022-01-18,Biscuits,84,140
2022-01-18,Soap,44,124
2022-01-18,Shampoo,37,106
2022-01-19,Rice,82,112
2022-01-19,Wheat,72,199
2022-01-19,Sugar,62,91
2022-01-19,Tea,27,77
2022-01-19,Oil,28,81
2022-01-19,Biscuits,91,127
2022-01-19,Soap,48,88
2022-01-19,Shampoo,34,54
2022-01-20,Rice,90,218
2022-01-20,Wheat,78,123
2022-01-20,Sugar,71,176
2022-01-20,Tea,24,58
2022-01-20,Oil,33,96
2022-01-20,Biscuits,109,201
2022-01-20,Soap,48,102
2022-01-20,Shampoo,40,101
2022-01-21,Rice,80,104
2022-01-21,Wheat,65,118
2022-01-21,Sugar,60,120
2022-01-21,Tea,20,45
2022-01-21,Oil,37,51
2022-01-21,Biscuits,83,178
2022-01-21,Soap,50,103
2022-01-21,Shampoo,45,85
2022-01-22,Rice,99,189
2022-01-22,Wheat,91,133
2022-01-22,Sugar,75,202
2022-01-22,Tea,28,68
2022-01-22,Oil,41,74
2022-01-22,Biscuits,101,206
2022-01-22,Soap,57,158
2022-01-22,Shampoo,49,108
2022-01-23,Rice,68,153
2022-01-23,Wheat,58,108
2022-01-23,Sugar,43,88
2022-01-23,Tea,15,24
2022-01-23,Oil,24,47
2022-01-23,Biscuits,70,155
2022-01-23,Soap,37,74
2022-01-23,Shampoo,33,63
2022-01-24,Rice,50,111
2022-01-24,Wheat,45,110
2022-01-24,Sugar,40,117
2022-01-24,Tea,14,25
2022-01-24,Oil,21,47
2022-01-24,Biscuits,62,95
2022-01-24,Soap,35,95
2022-01-24,Shampoo,27,78
2022-01-25,Rice,46,101
2022-01-25,Wheat,49,130
2022-01-25,Sugar,45,60
2022-01-25,Tea,15,26
2022-01-25,Oil,19,31
2022-01-25,Biscuits,75,120
2022-01-25,Soap,30,72
2022-01-25,Shampoo,22,38
2022-01-26,Rice,54,73
2022-01-26,Wheat,47,88
2022-01-26,Sugar,42,64
2022-01-26,Tea,12,32
2022-01-26,Oil,23,53
2022-01-26,Biscuits,56,161
2022-01-26,Soap,33,50
2022-01-26,Shampoo,33,46
2022-01-27,Rice,53,66
2022-01-27,Wheat,54,152
2022-01-27,Sugar,43,55
2022-01-27,Tea,12,17
2022-01-27,Oil,17,49
2022-01-27,Biscuits,53,111
2022-01-27,Soap,28,60
2022-01-27,Shampoo,25,62
2022-01-28,Rice,52,145
2022-01-28,Wheat,41,75
2022-01-28,Sugar,45,120
2022-01-28,Tea,15,28
2022-01-28,Oil,15,44
2022-01-28,Biscuits,60,132
2022-01-28,Soap,32,65
2022-01-28,Shampoo,25,31
2022-01-29,Rice,62,147
2022-01-29,Wheat,60,157
2022-01-29,Sugar,51,122
2022-01-29,Tea,19,43
2022-01-29,Oil,23,34
2022-01-29,Biscuits,70,169
2022-01-29,Soap,38,112
2022-01-29,Shampoo,35,42
2022-01-30,Rice,65,161
2022-01-30,Wheat,60,160
2022-01-30,Sugar,47,105
2022-01-30,Tea,17,45
2022-01-30,Oil,24,64
2022-01-30,Biscuits,72,211
2022-01-30,Soap,39,51
2022-01-30,Shampoo,32,89
2022-01-31,Rice,55,144
2022-01-31,Wheat,44,105
2022-01-31,Sugar,42,54
2022-01-31,Tea,15,34
2022-01-31,Oil,22,44
2022-01-31,Biscuits,61,128
2022-01-31,Soap,28,47
2022-01-31,Shampoo,25,65
2022-02-01,Rice,58,73
2022-02-01,Wheat,39,80
2022-02-01,Sugar,40,102
2022-02-01,Tea,14,34
2022-02-01,Oil,22,26
2022-02-01,Biscuits,55,115
2022-02-01,Soap,29,71
2022-02-01,Shampoo,25,74
2022-02-02,Rice,57,144
2022-02-02,Wheat,40,115
2022-02-02,Sugar,45,86
2022-02-02,Tea,12,17
2022-02-02,Oil,17,44
2022-02-02,Biscuits,60,75
2022-02-02,Soap,29,81
2022-02-02,Shampoo,27,61
2022-02-03,Rice,51,108
2022-02-03,Wheat,43,56
2022-02-03,Sugar,34,80
2022-02-03,Tea,15,40
2022-02-03,Oil,19,54
2022-02-03,Biscuits,62,120
2022-02-03,Soap,29,78
2022-02-03,Shampoo,24,69
2022-02-04,Rice,59,147
2022-02-04,Wheat,43,54
2022-02-04,Sugar,40,106
2022-02-04,Tea,13,33
2022-02-04,Oil,21,36
2022-02-04,Biscuits,52,101
2022-02-04,Soap,25,61
2022-02-04,Shampoo,26,73
2022-02-05,Rice,58,171
2022-02-05,Wheat,57,99
2022-02-05,Sugar,53,102
2022-02-05,Tea,19,35
2022-02-05,Oil,24,33
2022-02-05,Biscuits,80,171
2022-02-05,Soap,31,61
2022-02-05,Shampoo,32,86
2022-02-06,Rice,69,89
2022-02-06,Wheat,57,151
2022-02-06,Sugar,52,142
2022-02-06,Tea,17,27
2022-02-06,Oil,24,33
2022-02-06,Biscuits,91,209
2022-02-06,Soap,44,69
2022-02-06,Shampoo,35,45
2022-02-07,Rice,56,152
2022-02-07,Wheat,44,65
2022-02-07,Sugar,40,50
2022-02-07,Tea,17,29
2022-02-07,Oil,21,29
2022-02-07,Biscuits,59,140
2022-02-07,Soap,35,48
2022-02-07,Shampoo,28,59
2022-02-08,Rice,53,81
2022-02-08,Wheat,47,124
2022-02-08,Sugar,51,66
2022-02-08,Tea,17,42
2022-02-08,Oil,20,47
2022-02-08,Biscuits,60,163
2022-02-08,Soap,28,73
2022-02-08,Shampoo,28,40
2022-02-09,Rice,45,60
2022-02-09,Wheat,53,113
2022-02-09,Sugar,42,93
2022-02-09,Tea,14,41
2022-02-09,Oil,21,39
2022-02-09,Biscuits,65,131
2022-02-09,Soap,29,72
2022-02-09,Shampoo,24,46
2022-02-10,Rice,51,77
2022-02-10,Wheat,51,117
2022-02-10,Sugar,40,56
2022-02-10,Tea,15,36
2022-02-10,Oil,27,46
2022-02-10,Biscuits,59,109
2022-02-10,Soap,30,61
2022-02-10,Shampoo,25,55
2022-02-11,Rice,54,124
2022-02-11,Wheat,47,58
2022-02-11,Sugar,34,54
2022-02-11,Tea,18,50
2022-02-11,Oil,19,53
2022-02-11,Biscuits,80,213
2022-02-11,Soap,31,84
2022-02-11,Shampoo,23,55
2022-02-12,Rice,62,88
2022-02-12,Wheat,50,115
2022-02-12,Sugar,47,123
2022-02-12,Tea,18,48
2022-02-12,Oil,24,28
2022-02-12,Biscuits,72,170
2022-02-12,Soap,33,92
2022-02-12,Shampoo,30,88
2022-02-13,Rice,59,72
2022-02-13,Wheat,68,100
2022-02-13,Sugar,53,109
2022-02-13,Tea,14,29
2022-02-13,Oil,22,44
2022-02-13,Biscuits,70,175
2022-02-13,Soap,32,82
2022-02-13,Shampoo,29,75
2022-02-14,Rice,43,60
2022-02-14,Wheat,44,125
2022-02-14,Sugar,34,41
2022-02-14,Tea,15,20
2022-02-14,Oil,19,32
2022-02-14,Biscuits,55,149
2022-02-14,Soap,34,62
2022-02-14,Shampoo,27,73
2022-02-15,Rice,62,104
2022-02-15,Wheat,54,137
2022-02-15,Sugar,42,63
2022-02-15,Tea,13,19
2022-02-15,Oil,22,60
2022-02-15,Biscuits,78,178
2022-02-15,Soap,31,73
2022-02-15,Shampoo,25,45
2022-02-16,Rice,61,91
2022-02-16,Wheat,43,120
2022-02-16,Sugar,53,147
2022-02-16,Tea,14,38
2022-02-16,Oil,24,63
2022-02-16,Biscuits,71,116
2022-02-16,Soap,26,40
2022-02-16,Shampoo,25,43
2022-02-17,Rice,45,70
2022-02-17,Wheat,47,102
2022-02-17,Sugar,38,90
2022-02-17,Tea,16,19
2022-02-17,Oil,18,32
2022-02-17,Biscuits,62,119
2022-02-17,Soap,30,39
2022-02-17,Shampoo,32,42
2022-02-18,Rice,46,136
2022-02-18,Wheat,45,59
2022-02-18,Sugar,40,112
2022-02-18,Tea,16,30
2022-02-18,Oil,21,42
2022-02-18,Biscuits,64,164
2022-02-18,Soap,30,78
2022-02-18,Shampoo,21,55
2022-02-19,Rice,65,83
2022-02-19,Wheat,60,176
2022-02-19,Sugar,50,71
2022-02-19,Tea,21,48
2022-02-19,Oil,27,41
2022-02-19,Biscuits,78,170
2022-02-19,Soap,33,55
2022-02-19,Shampoo,33,80
2022-02-20,Rice,50,131
2022-02-20,Wheat,46,128
2022-02-20,Sugar,50,100
2022-02-20,Tea,15,29
2022-02-20,Oil,22,26
2022-02-20,Biscuits,79,190
2022-02-20,Soap,36,53
2022-02-20,Shampoo,30,63
2022-02-21,Rice,56,69
2022-02-21,Wheat,48,105
2022-02-21,Sugar,41,61
2022-02-21,Tea,15,37
2022-02-21,Oil,18,31
2022-02-21,Biscuits,62,171
2022-02-21,Soap,28,38
2022-02-21,Shampoo,21,44
2022-02-22,Rice,53,155
2022-02-22,Wheat,49,85
2022-02-22,Sugar,38,105
2022-02-22,Tea,14,37
2022-02-22,Oil,19,29
2022-02-22,Biscuits,73,167
2022-02-22,Soap,22,41
2022-02-22,Shampoo,25,73
2022-02-23,Rice,50,131
2022-02-23,Wheat,47,94
2022-02-23,Sugar,47,85
2022-02-23,Tea,16,20
2022-02-23,Oil,19,46
2022-02-23,Biscuits,59,86
2022-02-23,Soap,30,76
2022-02-23,Shampoo,24,43
2022-02-24,Rice,48,86
2022-02-24,Wheat,49,63
2022-02-24,Sugar,39,113
2022-02-24,Tea,15,41
2022-02-24,Oil,18,35
2022-02-24,Biscuits,62,128
2022-02-24,Soap,29,41
2022-02-24,Shampoo,31,85
2022-02-25,Rice,54,84
2022-02-25,Wheat,48,107
2022-02-25,Sugar,43,63
2022-02-25,Tea,14,41
2022-02-25,Oil,18,48
2022-02-25,Biscuits,64,96
2022-02-25,Soap,32,68
2022-02-25,Shampoo,24,60
2022-02-26,Rice,61,180
2022-02-26,Wheat,50,116
2022-02-26,Sugar,51,146
2022-02-26,Tea,20,27
2022-02-26,Oil,22,48
2022-02-26,Biscuits,81,198
2022-02-26,Soap,35,56
2022-02-26,Shampoo,27,79
2022-02-27,Rice,61,95
2022-02-27,Wheat,54,126
2022-02-27,Sugar,54,111
2022-02-27,Tea,19,54
2022-02-27,Oil,25,73
2022-02-27,Biscuits,85,180
2022-02-27,Soap,38,84
2022-02-27,Shampoo,33,57
2022-02-28,Rice,51,101
2022-02-28,Wheat,48,79
2022-02-28,Sugar,37,68
2022-02-28,Tea,13,32
2022-02-28,Oil,21,55
2022-02-28,Biscuits,69,196
2022-02-28,Soap,37,92
2022-02-28,Shampoo,27,34
2022-03-01,Rice,47,112
2022-03-01,Wheat,50,118
2022-03-01,Sugar,44,110
2022-03-01,Tea,12,35
2022-03-01,Oil,26,33
2022-03-01,Biscuits,58,95
2022-03-01,Soap,32,69
2022-03-01,Shampoo,24,40
2022-03-02,Rice,51,105
2022-03-02,Wheat,45,131
2022-03-02,Sugar,40,102
2022-03-02,Tea,14,39
2022-03-02,Oil,21,33
2022-03-02,Biscuits,66,184
2022-03-02,Soap,33,75
2022-03-02,Shampoo,25,43
2022-03-03,Rice,55,155
2022-03-03,Wheat,42,101
2022-03-03,Sugar,47,140
2022-03-03,Tea,11,18
2022-03-03,Oil,24,70
2022-03-03,Biscuits,58,112
2022-03-03,Soap,33,75
2022-03-03,Shampoo,28,42
2022-03-04,Rice,52,154
2022-03-04,Wheat,38,107
2022-03-04,Sugar,45,114
2022-03-04,Tea,15,36
2022-03-04,Oil,23,34
2022-03-04,Biscuits,61,128
2022-03-04,Soap,31,71
2022-03-04,Shampoo,25,32
2022-03-05,Rice,60,113
2022-03-05,Wheat,53,76
2022-03-05,Sugar,61,97
2022-03-05,Tea,18,26
2022-03-05,Oil,24,29
2022-03-05,Biscuits,68,125
2022-03-05,Soap,35,80
2022-03-05,Shampoo,28,68
2022-03-06,Rice,68,137
2022-03-06,Wheat,44,97
2022-03-06,Sugar,51,103
2022-03-06,Tea,16,46
2022-03-06,Oil,29,43
2022-03-06,Biscuits,76,193
2022-03-06,Soap,41,88
2022-03-06,Shampoo,32,84
2022-03-07,Rice,50,104
2022-03-07,Wheat,49,80
2022-03-07,Sugar,38,46
2022-03-07,Tea,16,39
2022-03-07,Oil,16,26
2022-03-07,Biscuits,70,109
2022-03-07,Soap,30,83
2022-03-07,Shampoo,25,67
2022-03-08,Rice,48,86
2022-03-08,Wheat,43,123
2022-03-08,Sugar,46,93
2022-03-08,Tea,11,31
2022-03-08,Oil,21,50
2022-03-08,Biscuits,72,133
2022-03-08,Soap,32,82
2022-03-08,Shampoo,22,54
2022-03-09,Rice,52,99
2022-03-09,Wheat,52,78
2022-03-09,Sugar,40,91
2022-03-09,Tea,14,21
2022-03-09,Oil,21,62
2022-03-09,Biscuits,49,113
2022-03-09,Soap,30,69
2022-03-09,Shampoo,26,68
2022-03-10,Rice,58,140
2022-03-10,Wheat,48,110
2022-03-10,Sugar,38,63
2022-03-10,Tea,16,32
2022-03-10,Oil,24,65
2022-03-10,Biscuits,65,149
2022-03-10,Soap,29,40
2022-03-10,Shampoo,24,32
2022-03-11,Rice,57,81
2022-03-11,Wheat,41,60
